quarter, time, brightness, error
1.0,  54964.5, 1.008931928447426, 0.0002596051718515162 
1.0,  54964.520435, 1.0090537276363465, 0.0002591706249849357 
1.0,  54964.540869, 1.0088656762764399, 0.00026061283742773265 
1.0,  54964.561303, 1.0094449523206108, 0.0002600237059052448 
1.0,  54964.581738, 1.0083859656417733, 0.00026143978055651653 
1.0,  54964.602172, 1.0078961487437361, 0.0002617008627699889 
1.0,  54964.622606, 1.0076991888998212, 0.00026094830548267447 
1.0,  54964.643040999996, 1.008418829713031, 0.0002618425638116287 
1.0,  54964.663475, 1.0086987357777966, 0.00026184948847356794 
1.0,  54964.683909, 1.0076823451275365, 0.0002618176163133449 
1.0,  54964.704344, 1.0077922413840426, 0.00026266616438737925 
1.0,  54964.724777999996, 1.0078158975264513, 0.0002633929731614612 
1.0,  54964.745212, 1.0086815925606714, 0.0002637741140407179 
1.0,  54964.765647, 1.0084555117060063, 0.00026332615204527777 
1.0,  54964.786081, 1.0081394476767365, 0.0002636002114495303 
1.0,  54964.806516, 1.0077435067362324, 0.0002619234738075631 
1.0,  54964.82695, 1.0078100583520593, 0.00026424963619067613 
1.0,  54964.847384, 1.0074662956750324, 0.0002640713841631786 
1.0,  54964.867818, 1.008139672260367, 0.0002643374745916103 
1.0,  54964.888253, 1.0076252260241891, 0.0002637748065069118 
1.0,  54964.908686999996, 1.0080158518187723, 0.00026292128764852327 
1.0,  54964.929122, 1.008014204872149, 0.00026473060449367313 
1.0,  54964.949556, 1.008376982296555, 0.0002649394897283656 
1.0,  54964.96999, 1.0075169767143066, 0.0002648640071701674 
1.0,  54964.990424999996, 1.008357518381915, 0.00026480438770240083 
1.0,  54965.010859, 1.0081547193636078, 0.0002652345289867638 
1.0,  54965.031293, 1.0082333236342695, 0.0002647857622333145 
1.0,  54965.051728, 1.0080976751214705, 0.0002651545322975933 
1.0,  54965.072162, 1.0075919876468808, 0.0002639825239067259 
1.0,  54965.092596, 1.008003948886358, 0.00026518947751049315 
1.0,  54965.113031, 1.0078538521599993, 0.00026429390162424014 
1.0,  54965.133465, 1.007938819633524, 0.00026449053956495146 
1.0,  54965.153899, 1.007279891261749, 0.0002647734101336391 
1.0,  54965.174333999996, 1.007300777539382, 0.00026489884009125205 
1.0,  54965.194768, 1.00760134529815, 0.0002653849625885681 
1.0,  54965.215202, 1.007894127491062, 0.00026480356422908916 
1.0,  54965.235637, 1.0081067333278992, 0.00026460825881791854 
1.0,  54965.256070999996, 1.0083845432787804, 0.00026445378645382643 
